Name,Status,Date,Country,"Journalist or Media Worker",Motive,"Type of Death","cpj.org URL"
"Orhan Hijran",Killed,"October 21, 2009",Iraq,Al-Rasheed,Confirmed,Crossfire,https://cpj.org/data/people/orhan-hijran/
"Orkhan Dzhemal",Killed,"July 30, 2018","Central African Republic","The Investigations Management Centre (TsUR)",Confirmed,Murder,https://cpj.org/data/people/orkhan-dzhemal/
"Orlando “Dondon” Dinoy",Killed,"October 30, 2021",Philippines,"Newsline Philippines,Energy FM",Confirmed,Murder,https://cpj.org/data/people/orlando-dondon-dinoy/
"Orlando Sierra Hernández",Killed,"February 1, 2002",Colombia,"La Patria",Confirmed,Murder,https://cpj.org/data/people/orlando-sierra-hernandez/
"Osama al-Habaly",Killed,"December 31, 2017",Syria,"Abounaddara Collective",Confirmed,Unknown,https://cpj.org/data/people/osama-al-habaly/
"Osama Balousha",Killed,"September 7, 2025","Israel and the Occupied Palestinian Territory","Siraj Media Network",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/osama-balousha/
"Osama Jumaa",Killed,"June 5, 2016",Syria,"Images Live",Confirmed,Crossfire,https://cpj.org/data/people/osama-jumaa/
"Osama Nasr al-Zoabi",Killed,"August 21, 2017",Syria,"Syrian Media Organization (SMO)",Confirmed,Crossfire,https://cpj.org/data/people/osama-nasr-al-zoabi/
"Othman al-Mashhadani",Killed,"April 6, 2007",Iraq,Al-Watan,Confirmed,Murder,https://cpj.org/data/people/othman-al-mashhadani/
"Pablo Medina Velázquez",Killed,"October 16, 2014",Paraguay,"ABC Color",Confirmed,Murder,https://cpj.org/data/people/pablo-medina-velazquez/
"Pablo Morrugares Parraguirre",Killed,"August 2, 2020",Mexico,"PM Noticias",Confirmed,Murder,https://cpj.org/data/people/pablo-morrugares-parraguirre/
"Paranirupasingham Devakumar",Killed,"May 28, 2008","Sri Lanka","News 1st",Confirmed,Murder,https://cpj.org/data/people/paranirupasingham-devakumar/
"Parmenio Medina Pérez",Killed,"July 7, 2001","Costa Rica","""La Patada""",Confirmed,Murder,https://cpj.org/data/people/parmenio-medina-perez/
"Parvaz Mohammed Sultan",Killed,"January 31, 2003",India,"News and Feature Alliance",Confirmed,Murder,https://cpj.org/data/people/parvaz-mohammed-sultan/
"Paul Douglas",Killed,"May 29, 2006",Iraq,CBS,Confirmed,Crossfire,https://cpj.org/data/people/paul-douglas/
"Paul Kiggundu",Killed,"September 11, 2010",Uganda,"TOP Radio and TV",Confirmed,Murder,https://cpj.org/data/people/paul-kiggundu/
"Paul Klebnikov",Killed,"July 9, 2004",Russia,"Forbes Russia",Confirmed,Murder,https://cpj.org/data/people/paul-klebnikov/
"Paul Moran",Killed,"March 22, 2003",Iraq,Freelance,Confirmed,Crossfire,https://cpj.org/data/people/paul-moran/
"Paúl Rivas Bravo",Killed,"April 10, 2018",Colombia,"El Comercio",Confirmed,Murder,https://cpj.org/data/people/paul-rivas-bravo/
"Paulos Kidane",Killed,"June 1, 2007",Eritrea,"Eri-TV and Dimtsi Hafash",Confirmed,Unknown,https://cpj.org/data/people/paulos-kidane/
"Pavel Makeev",Killed,"May 21, 2005",Russia,Puls,Confirmed,Murder,https://cpj.org/data/people/pavel-makeev/
"Pavel Sheremet",Killed,"July 20, 2016",Ukraine,"Ukrainska Pravda, Radio Vesti",Confirmed,Murder,https://cpj.org/data/people/pavel-sheremet/
"Pedro Alfonso Flores Silva",Killed,"September 8, 2011",Peru,"Channel 6",Confirmed,Murder,https://cpj.org/data/people/pedro-alfonso-flores-silva/
"Pedro Palma",Killed,"February 13, 2014",Brazil,"Panorama Regional",Confirmed,Murder,https://cpj.org/data/people/pedro-palma/
"Percival Mabasa",Killed,"October 3, 2022",Philippines,"DWBL 1242 Radio",Confirmed,Murder,https://cpj.org/data/people/percival-mabasa/
"Pervez Khan",Killed,"December 6, 2010",Pakistan,"Waqt TV",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/pervez-khan/
"Phamon Phonphanit",Killed,"September 24, 2011",Thailand,"Sue Samut Atyakam",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/phamon-phonphanit/
"Philip Agustin",Killed,"May 10, 2005",Philippines,"Starline Times Recorder",Confirmed,Murder,https://cpj.org/data/people/philip-agustin/
"Philippe Honoré",Killed,"January 7, 2015",France,Freelance,Confirmed,Murder,https://cpj.org/data/people/philippe-honore/
"Pierre Billaud",Killed,"November 11, 2001",Afghanistan,"Radio Télévision Luxembourg",Confirmed,Crossfire,https://cpj.org/data/people/pierre-billaud/
"Pierre Zakrzewski",Killed,"March 14, 2022",Ukraine,"Fox News",Confirmed,Crossfire,https://cpj.org/data/people/pierre-zakrzewski/
"Prahlad Goala",Killed,"January 6, 2006",India,"Asomiya Khabar",Confirmed,Murder,https://cpj.org/data/people/prahlad-goala/
"Prakash Singh Thakuri",Killed,"July 1, 2007",Nepal,Freelance,Confirmed,Murder,https://cpj.org/data/people/prakash-singh-thakuri/
"Precious Owolabi",Killed,"July 22, 2019",Nigeria,"Channels TV",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/precious-owolabi/
"Pu Tuidim",Killed,"January 8, 2022",Myanmar,"Khonumthung Media Group",Confirmed,Murder,https://cpj.org/data/people/pu-tuidim/
"Puniyamoorthy Sathiyamoorthy",Killed,"February 12, 2009","Sri Lanka",Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/puniyamoorthy-sathiyamoorthy/
"Qais Abdo Ahmed al-Naqeeb",Killed,"September 10, 2025",Yemen,"26 September and Yemen newspapers",Confirmed,Murder,https://cpj.org/data/people/qais-abdo-ahmed-al-naqeeb/
"Qais al-Jazar (Qais al-Qadhi)",Killed,"October 29, 2017",Syria,"Al-Jisr TV",Confirmed,Crossfire,https://cpj.org/data/people/qais-al-jazar-qais-al-qadhi/
"Raad Mutashar",Killed,"May 9, 2007",Iraq,Al-Raad,Confirmed,Murder,https://cpj.org/data/people/raad-mutashar/
"Raad Yassin Al-Baddi",Killed,"December 23, 2013",Iraq,"Salaheddin TV",Confirmed,Murder,https://cpj.org/data/people/raad-yassin-al-baddi/
"Rabih Al Maamari",Killed,"November 21, 2023",Lebanon,"Al-Mayadeen TV",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/rabih-al-maamari/
"Raed Fares",Killed,"November 23, 2018",Syria,"Radio Fresh",Confirmed,Murder,https://cpj.org/data/people/raed-fares/
"Raeda Wazzan",Killed,"February 25, 2005",Iraq,Al-Iraqiya,Confirmed,Murder,https://cpj.org/data/people/raeda-wazzan/
"Rafael Emiro Moreno Garavito",Killed,"October 16, 2022",Colombia,"Voces De Córdoba",Confirmed,Murder,https://cpj.org/data/people/rafael-emiro-moreno-garavito/
"Rafael Enrique Prins Velásquez",Killed,"February 19, 2005",Colombia,Apocalipsis,Confirmed,Murder,https://cpj.org/data/people/rafael-enrique-prins-velasquez/
"Rafael Murúa Manríquez",Killed,"January 20, 2019",Mexico,"Radiokoshana FM",Confirmed,Murder,https://cpj.org/data/people/rafael-murua-manriquez/
"Rafed Mahmoud Said al-Anbagy",Killed,"August 27, 2005",Iraq,"Diyala TV and Radio",Confirmed,Murder,https://cpj.org/data/people/rafed-mahmoud-said-al-anbagy/
"Raffaele Ciriello",Killed,"March 13, 2002","Israel and the Occupied Palestinian Territory",Freelance,Confirmed,Crossfire,https://cpj.org/data/people/raffaele-ciriello/
"Rafiq Tagi",Killed,"November 23, 2011",Azerbaijan,Freelance,Confirmed,Murder,https://cpj.org/data/people/rafiq-tagi/
"Rahmatullah Nikzad",Killed,"December 21, 2020",Afghanistan,Freelance,Confirmed,Murder,https://cpj.org/data/people/rahmatullah-nikzad/
"Rajdev Ranjan",Killed,"May 13, 2016",India,Hindustan,Confirmed,Murder,https://cpj.org/data/people/rajdev-ranjan/
"Rajesh Mishra",Killed,"October 21, 2017",India,"Dainik Jagran",Confirmed,Murder,https://cpj.org/data/people/rajesh-mishra-2/
"Rajesh Mishra",Killed,"March 1, 2012",India,"Media Raj",Confirmed,Murder,https://cpj.org/data/people/rajesh-mishra/
"Rajesh Verma",Killed,"September 7, 2013",India,"IBN 7",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/rajesh-verma/
"Rakesh Sharma",Killed,"August 23, 2013",India,Aaj,Confirmed,Murder,https://cpj.org/data/people/rakesh-sharma/
"Rakesh Singh",Killed,"November 28, 2020",India,"Rashtriya Swaroop",Confirmed,Murder,https://cpj.org/data/people/rakesh-singh/
"Ralikonelo Joki",Killed,"May 14, 2023",Lesotho,"Ts’enolo FM",Confirmed,Murder,https://cpj.org/data/people/ralikonelo-joki/
"Ram Chander Chaterpatti",Killed,"November 21, 2002",India,"Poora Sach",Confirmed,Murder,https://cpj.org/data/people/ram-chander-chaterpatti/
"Raman Kashyap",Killed,"October 3, 2021",India,"Sadhna Plus TV",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/raman-kashyap/
"Rami Al Refee",Killed,"July 31, 2024","Israel and the Occupied Palestinian Territory",Freelance,Confirmed,Murder,https://cpj.org/data/people/rami-al-refee/
"Rami al-Sayed",Killed,"February 21, 2012",Syria,Freelance,Confirmed,Crossfire,https://cpj.org/data/people/rami-al-sayed/
"Rami Asmi",Killed,"December 8, 2014",Syria,"Orient News",Confirmed,Crossfire,https://cpj.org/data/people/rami-asmi/
"Rami Rayan",Killed,"July 30, 2014","Israel and the Occupied Palestinian Territory","Palestine Network for Press and Media",Confirmed,Crossfire,https://cpj.org/data/people/rami-rayan/
"Ramiz Ahmadi",Killed,"September 5, 2018",Afghanistan,"TOLO News",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/ramiz-ahmadi/
"Randa George",Killed,"January 25, 2015","South Sudan","Raja FM",Confirmed,Murder,https://cpj.org/data/people/randa-george/
"Rasheed Albably",Killed,"June 6, 2024","Israel and the Occupied Palestinian Territory",Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/rasheed-albably/
"Rasheed Bakr",Killed,"October 26, 2020",Syria,"Al-Mohrar Media Network,Syria 1 News Agency",Confirmed,Crossfire,https://cpj.org/data/people/rasheed-bakr/
"Rashid Hamid Wali",Killed,"May 21, 2004",Iraq,Al-Jazeera,Confirmed,Crossfire,https://cpj.org/data/people/rashid-hamid-wali/
"Rashmi Mohamed",Killed,"October 6, 2008","Sri Lanka","Sirasa TV",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/rashmi-mohamed/
"Rasmi Jihad Salem",Killed,"September 2, 2025","Israel and the Occupied Palestinian Territory","Al-Manara TV Production Company",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/rasmi-jihad-salem/
"Razzaq Gul",Killed,"May 19, 2012",Pakistan,"Express News TV",Confirmed,Murder,https://cpj.org/data/people/razzaq-gul/
"Regina Martínez Pérez",Killed,"April 28, 2012",Mexico,Proceso,Confirmed,Murder,https://cpj.org/data/people/regina-martinez-perez/
"Rehmatullah Abid",Killed,"November 18, 2012",Pakistan,"Dunya News TV, Intikhaab",Confirmed,Murder,https://cpj.org/data/people/rehmatullah-abid/
"Relangi Selvarajah",Killed,"August 12, 2005","Sri Lanka","Sri Lanka Rupavahini Corp.",Confirmed,Murder,https://cpj.org/data/people/relangi-selvarajah/
"Rémi Ochlik",Killed,"February 22, 2012",Syria,Freelance,Confirmed,Murder,https://cpj.org/data/people/remi-ochlik/
"Renante Cortes",Killed,"July 22, 2021",Philippines,"dyRB Radio",Confirmed,Murder,https://cpj.org/data/people/renante-cortes/
"Renato Blanco",Killed,"September 18, 2022",Philippines,"Power 102.1 DYRY RFM Mabinay",Confirmed,Murder,https://cpj.org/data/people/renato-blanco/
"Rex Cornelio Pepino",Killed,"May 20, 2020",Philippines,"Original Energy 93.7 FM",Confirmed,Murder,https://cpj.org/data/people/rex-cornelio-pepino/
"Rey Merisco",Killed,"November 23, 2009",Philippines,"Periodico Ini",Confirmed,Murder,https://cpj.org/data/people/rey-merisco/
"Reynaldo Momay",Killed,"November 23, 2009",Philippines,"Midland Review",Confirmed,Murder,https://cpj.org/data/people/reynaldo-momay/
"Riad al-Saray",Killed,"September 7, 2010",Iraq,Al-Iraqiya,Confirmed,Murder,https://cpj.org/data/people/riad-al-saray/
"Ricardo Domínguez López",Killed,"July 22, 2021",Mexico,InfoGuaymas,Confirmed,Murder,https://cpj.org/data/people/ricardo-dominguez-lopez/
"Ricardo Ortega",Killed,"March 7, 2004",Haiti,"Antena 3",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/ricardo-ortega/
"Richard Wild",Killed,"July 5, 2003",Iraq,Freelance,Confirmed,Murder,https://cpj.org/data/people/richard-wild/
"Rico Ramirez",Killed,"August 20, 2003",Philippines,"DXSF Radio",Confirmed,Murder,https://cpj.org/data/people/rico-ramirez/
"Ridwan Salamun",Killed,"August 21, 2010",Indonesia,"Sun TV",Confirmed,Murder,https://cpj.org/data/people/ridwan-salamun/
"Riyad Muhammad Ali",Killed,"July 30, 2006",Iraq,"Talafar al-Yawm",Confirmed,Murder,https://cpj.org/data/people/riyad-muhammad-ali/
"Rizq Al-Gharabli",Killed,"February 6, 2024","Israel and the Occupied Palestinian Territory","Palestinian Information Center",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/rizq-al-gharabli/
"Rob Hiaasen",Killed,"June 28, 2018",USA,"Capital Gazette",Confirmed,Murder,https://cpj.org/data/people/rob-hiaasen/
"Robenson Laraque",Killed,"April 4, 2005",Haiti,"Tele Contact",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/robenson-laraque/
"Robert Stevens",Killed,"October 5, 2001",USA,"The Sun",Confirmed,Murder,https://cpj.org/data/people/robert-stevens/
"Roberto Fraile",Killed,"April 26, 2021","Burkina Faso","93 Metros",Confirmed,Murder,https://cpj.org/data/people/roberto-fraile/
"Roberto Marcos García",Killed,"November 21, 2006",Mexico,"Testimonio and Alarma",Confirmed,Murder,https://cpj.org/data/people/roberto-marcos-garcia/
"Roddy Scott",Killed,"September 26, 2002",Russia,Frontline,Confirmed,Crossfire,https://cpj.org/data/people/roddy-scott/
"Rodolfo Rincón Taracena",Killed,"January 20, 2007",Mexico,"Tabasco Hoy",Confirmed,Murder,https://cpj.org/data/people/rodolfo-rincon-taracena/
"Rodrigo Neto",Killed,"March 8, 2013",Brazil,"Rádio Vanguarda and Vale do Aço",Confirmed,Murder,https://cpj.org/data/people/rodrigo-neto/
"Roee Idan",Killed,"October 20, 2023","Israel and the Occupied Palestinian Territory",Ynet,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/roee-idan/
"Rogelio ""Roger"" Mariano",Killed,"July 31, 2004",Philippines,"Radyo Natin-Aksyon Radyo",Confirmed,Murder,https://cpj.org/data/people/rogelio-roger-mariano/
"Rohat Aktaş",Killed,"January 30, 2016",Turkey,"Azadiya Welat",Confirmed,Unknown,https://cpj.org/data/people/rohat-aktas/
"Rohit Biswal",Killed,"February 5, 2022",India,Dharitri,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/rohit-biswal/
"Roland Ureta",Killed,"January 3, 2001",Philippines,"Radio DYKR",Confirmed,Murder,https://cpj.org/data/people/roland-ureta/
"Rolando ""Dodong"" Morales",Killed,"July 3, 2005",Philippines,DXMD,Confirmed,Murder,https://cpj.org/data/people/rolando-dodong-morales/
"Romeo (or Romy) Binungcal",Killed,"September 29, 2004",Philippines,"Remate and Bulgar",Confirmed,Murder,https://cpj.org/data/people/romeo-or-romy-binungcal/
"Romeo Jimmy Cabillo",Killed,"November 23, 2009",Philippines,"Midland Review",Confirmed,Murder,https://cpj.org/data/people/romeo-jimmy-cabillo/
"Romeo Olea",Killed,"June 13, 2011",Philippines,DWEB,Confirmed,Murder,https://cpj.org/data/people/romeo-olea/
"Ronnie Perante",Killed,"November 23, 2009",Philippines,"Gold Star Daily",Confirmed,Murder,https://cpj.org/data/people/ronnie-perante/
"Roohollah Zam",Killed,"December 12, 2020",Iran,"Amad News",Confirmed,Murder,https://cpj.org/data/people/roohollah-zam/
"Rosell Morales",Killed,"November 23, 2009",Philippines,"News Focus",Confirmed,Murder,https://cpj.org/data/people/rosell-morales/
"Roshdi Sarraj",Killed,"October 22, 2023","Israel and the Occupied Palestinian Territory","Ain Media",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/roshdi-sarraj/
"Rowell Endrinal",Killed,"February 11, 2004",Philippines,DZRC,Confirmed,Murder,https://cpj.org/data/people/rowell-endrinal/
"Rubello Bataluna",Killed,"November 23, 2009",Philippines,"Gold Star Daily",Confirmed,Murder,https://cpj.org/data/people/rubello-bataluna/
"Rubén Espinosa Becerril",Killed,"July 31, 2015",Mexico,"Proceso, AVC Noticias, Cuartoscuro",Confirmed,Murder,https://cpj.org/data/people/ruben-espinosa-becerril/
"Rubylita Garcia",Killed,"April 6, 2014",Philippines,"Remate, dwAD",Confirmed,Murder,https://cpj.org/data/people/rubylita-garcia/
"Rupert Hamer",Killed,"January 10, 2010",Afghanistan,"Sunday Mirror",Confirmed,Crossfire,https://cpj.org/data/people/rupert-hamer/
"Saad Ahmed",Killed,"October 13, 2019",Syria,"Hawar News Agency (ANHA)",Confirmed,Crossfire,https://cpj.org/data/people/saad-ahmed/
"Saadi Madoukh",Killed,"July 5, 2024","Israel and the Occupied Palestinian Territory",Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/saadi-madoukh/
"Sabah al-Bazi",Killed,"March 29, 2011",Iraq,Al-Arabiya,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/sabah-al-bazi/
"Sabawoon Kakar",Killed,"April 30, 2018",Afghanistan,"Radio Azadi,Radio Free Europe/Radio Liberty",Confirmed,Murder,https://cpj.org/data/people/sabawoon-kakar/
"Sadrul Alam Nipul",Killed,"May 21, 2014",Bangladesh,"Dainik Mathabhanga",Confirmed,Murder,https://cpj.org/data/people/sadrul-alam-nipul/
"Saed Abu Nabhan",Killed,"January 10, 2025","Israel and the Occupied Palestinian Territory",Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/saed-abu-nabhan/
"Saed Al-Halabi",Killed,"October 25, 2023","Israel and the Occupied Palestinian Territory","Al-Aqsa TV",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/saed-al-halabi/
"Saed Mahdi Shlash",Killed,"October 26, 2006",Iraq,"Rayat al-Arab",Confirmed,Murder,https://cpj.org/data/people/saed-mahdi-shlash/
"Saed Radwan",Killed,"October 27, 2024","Israel and the Occupied Palestinian Territory","Al-Aqsa TV",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/saed-radwan/
"Saeed al-Taweel",Killed,"October 9, 2023","Israel and the Occupied Palestinian Territory","Al-Khamsa News",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/saeed-al-taweel/
"Saeed Karimian",Killed,"April 29, 2017",Turkey,"GEM TV",Confirmed,Murder,https://cpj.org/data/people/saeed-karimian/
"Safa al-Din Abdel Hamid",Killed,"September 8, 2010",Iraq,Al-Mosuliya,Confirmed,Murder,https://cpj.org/data/people/safa-al-din-abdel-hamid/
"Safa Isma'il Enad",Killed,"September 13, 2006",Iraq,Freelance,Confirmed,Murder,https://cpj.org/data/people/safa-ismail-enad/
"Safaa Ghali",Killed,"January 10, 2020",Iraq,"Dijlah TV",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/safaa-ghali/
"Safir Nader",Killed,"February 1, 2004",Iraq,"Qulan TV",Confirmed,Crossfire,https://cpj.org/data/people/safir-nader/
"Sagal Salad Osman",Killed,"June 5, 2016",Somalia,"Radio Mogadishu",Confirmed,Murder,https://cpj.org/data/people/sagal-salad-osman/
"Sahar Hussein Ali al-Haydari",Killed,"June 7, 2007",Iraq,"National Iraqi News Agency and Aswat al-Iraq",Confirmed,Murder,https://cpj.org/data/people/sahar-hussein-ali-al-haydari/
"Saher Akram Rayan",Killed,"March 25, 2024","Israel and the Occupied Palestinian Territory",WAFA,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/saher-akram-rayan/
"Sai Reddy",Killed,"December 6, 2013",India,Deshbandhu,Confirmed,Murder,https://cpj.org/data/people/sai-reddy/
"Sai Win Aung (A Sai K)",Killed,"December 25, 2021",Myanmar,"Federal News Journal",Confirmed,Crossfire,https://cpj.org/data/people/sai-win-aung-a-sai-k/
"Said Tahlil Ahmed",Killed,"February 2, 2009",Somalia,HornAfrik,Confirmed,Murder,https://cpj.org/data/people/said-tahlil-ahmed/
"Saif Laith Yousuf",Killed,"May 17, 2007",Iraq,"ABC News",Confirmed,Murder,https://cpj.org/data/people/saif-laith-yousuf/
"Saif Talal",Killed,"January 12, 2016",Iraq,Al-Sharqiya,Confirmed,Murder,https://cpj.org/data/people/saif-talal/
"Saif ur Rehman",Killed,"January 10, 2013",Pakistan,"Samaa TV",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/saif-ur-rehman/
"Sajid Tanoli",Killed,"January 29, 2004",Pakistan,Shumal,Confirmed,Murder,https://cpj.org/data/people/sajid-tanoli/
"Salah al-Din Hassan",Killed,"June 29, 2013",Egypt,"Shaab Masr",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/salah-al-din-hassan/
"Salam Mema",Killed,"October 13, 2023","Israel and the Occupied Palestinian Territory","Palestinian Media Assembly",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/salam-mema/
"Saleem Shahzad",Killed,"May 29, 2011",Pakistan,"Asia Times Online",Confirmed,Murder,https://cpj.org/data/people/saleem-shahzad/
"Saleem Talash",Killed,"April 30, 2018",Afghanistan,"Mashal TV",Confirmed,Murder,https://cpj.org/data/people/saleem-talash/
"Saleh Aljafarawi",Killed,"October 12, 2025","Israel and the Occupied Palestinian Territory",Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/saleh-aljafarawi/
"Saleh Ayyad Hafyana",Killed,"November 18, 2013",Libya,"Fassato News Agency",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/saleh-ayyad-hafyana/
"Saleh Bayrami",Killed,"June 15, 2025",Iran,"Segaam magazine",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/saleh-bayrami/
"Saleh Ibrahim",Killed,"April 23, 2005",Iraq,"Associated Press Television News",Confirmed,Crossfire,https://cpj.org/data/people/saleh-ibrahim/
"Salem Khalil",Killed,"December 8, 2014",Syria,"Orient News",Confirmed,Crossfire,https://cpj.org/data/people/salem-khalil/
"Salih Saif Aldin",Killed,"October 14, 2007",Iraq,"The Washington Post",Confirmed,Murder,https://cpj.org/data/people/salih-saif-aldin/
"Salvador Adame Pardo",Killed,"June 1, 2017",Mexico,6TV,Confirmed,Murder,https://cpj.org/data/people/salvador-adame-pardo/
"Salvador Medina Velázquez",Killed,"January 5, 2001",Paraguay,"FM Ñemity",Confirmed,Murder,https://cpj.org/data/people/salvador-medina-velazquez/
"Saman Abdullah Izzedine",Killed,"April 15, 2005",Iraq,"Kirkuk TV",Confirmed,Murder,https://cpj.org/data/people/saman-abdullah-izzedine/
"Sameeh Al-Nady",Killed,"October 18, 2023","Israel and the Occupied Palestinian Territory","Al-Aqsa TV",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/sameeh-al-nady/
"Sameh al-Aryan",Killed,"July 30, 2014","Israel and the Occupied Palestinian Territory","Al-Aqsa TV",Confirmed,Crossfire,https://cpj.org/data/people/sameh-al-aryan/
"Samer Abu Daqqa",Killed,"December 15, 2023","Israel and the Occupied Palestinian Territory","Al-Jazeera Arabic",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/samer-abu-daqqa/
"Samer Mohammed Aboud",Killed,"June 25, 2016",Syria,"Free Deir al-Zour Radio, Development Interaction Network",Confirmed,Murder,https://cpj.org/data/people/samer-mohammed-aboud/
"Sami Abu Amin",Killed,"June 27, 2012",Syria,Al-Ikhbariya,Confirmed,Crossfire,https://cpj.org/data/people/sami-abu-amin/
"Sami Jawdat Rabah",Killed,"June 25, 2016",Syria,"Syrian Observatory for Human Rights",Confirmed,Murder,https://cpj.org/data/people/sami-jawdat-rabah/
"Sami Mohammed Hussein al-Zaidi",Killed,"September 10, 2025",Yemen,"26 September and Yemen newspapers",Confirmed,Murder,https://cpj.org/data/people/sami-mohammed-hussein-al-zaidi/
"Samim Faramarz",Killed,"September 5, 2018",Afghanistan,"TOLO News",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/samim-faramarz/
"Samir Qassir",Killed,"June 2, 2005",Lebanon,Al-Nahar,Confirmed,Murder,https://cpj.org/data/people/samir-qassir/
"Samuel Romã",Killed,"April 20, 2004",Brazil,"Radio Conquista FM",Confirmed,Murder,https://cpj.org/data/people/samuel-roma/
"Samuel Wazizi",Killed,"August 17, 2019",Cameroon,"Chillen Muzik TV",Confirmed,Unknown,https://cpj.org/data/people/samuel-wazizi/
"Sandeep Sharma",Killed,"March 26, 2018",India,"News World",Confirmed,Murder,https://cpj.org/data/people/sandeep-sharma/
"Santiago Ilídio Andrade",Killed,"February 10, 2014",Brazil,Bandeirantes,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/santiago-ilidio-andrade/
"Santos Gatchalian",Killed,"November 23, 2009",Philippines,DXGO,Confirmed,Murder,https://cpj.org/data/people/santos-gatchalian/
"Saqib Khan",Killed,"November 22, 2012",Pakistan,Ummat,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/saqib-khan/
"Sardasht Osman",Killed,"May 5, 2010",Iraq,Freelance,Confirmed,Murder,https://cpj.org/data/people/sardasht-osman/
"Sari Majid Al-Shoufi",Killed,"August 5, 2025",Syria,"Suwayda 24",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/sari-majid-al-shoufi/
"Sari Mansour",Killed,"November 18, 2023","Israel and the Occupied Palestinian Territory","Quds News Network",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/sari-mansour/
"Sarmad Hamdi Shaker",Killed,"June 27, 2007",Iraq,"Baghdad TV",Confirmed,Murder,https://cpj.org/data/people/sarmad-hamdi-shaker/
"Sarwa Abdul-Wahab",Killed,"May 4, 2008",Iraq,Freelance,Confirmed,Murder,https://cpj.org/data/people/sarwa-abdul-wahab/
"Satoru Someya",Killed,"September 6, 2003",Japan,Freelance,Confirmed,Murder,https://cpj.org/data/people/satoru-someya/
"Sattar Beheshti",Killed,"November 3, 2012",Iran,Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/sattar-beheshti/
"Sayed Mehdi Husaini",Killed,"December 28, 2017",Afghanistan,"Jomhor News Agency",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/sayed-mehdi-husaini/
"Sayeed Khuda Dad Ahamdi",Killed,"December 28, 2017",Afghanistan,"Afghan Voice Agency",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/sayeed-khuda-dad-ahamdi/
"Selvarajah Rajeewarnam",Killed,"April 29, 2007","Sri Lanka",Uthayan,Confirmed,Murder,https://cpj.org/data/people/selvarajah-rajeewarnam/
"Semko Karim Mohyideen",Killed,"February 1, 2004",Iraq,Freelance,Confirmed,Crossfire,https://cpj.org/data/people/semko-karim-mohyideen/
"Serge Maheshe",Killed,"June 13, 2007","Democratic Republic of the Congo","Radio Okapi",Confirmed,Murder,https://cpj.org/data/people/serge-maheshe/
"Serhiy Nikolayev",Killed,"February 28, 2015",Ukraine,Segodnya,Confirmed,Crossfire,https://cpj.org/data/people/serhiy-nikolayev/
"Shafiq Amiri",Killed,"May 30, 2020",Afghanistan,"Khurshid TV",Confirmed,Murder,https://cpj.org/data/people/shafiq-amiri/
"Shafiullah Khan",Killed,"June 17, 2011",Pakistan,"The News",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/shafiullah-khan/
"Shah Marai",Killed,"April 30, 2018",Afghanistan,"Agence France-Presse",Confirmed,Murder,https://cpj.org/data/people/shah-marai/
